customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4605-QPHQH,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,552.49,1
3802-QYILY,Female,0,Yes,No,1,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,68.21,68.68,1
5511-SDUVY,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.19,1153.96,0
6763-KDNNF,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),98.36,6017.18,0
5985-QBHDJ,Female,0,No,No,72,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,58.76,4223.41,1
9238-GDPNP,Female,0,Yes,Yes,66,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,76.38,5039.92,1
8902-YIDXF,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,81.77,971.41,0
9129-AGASH,Female,1,No,No,10,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.97,756.31,1
2329-YCAAG,Female,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,71.32,188.71,0
9203-UMAPV,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,73.68,206.54,1
2684-VNDWW,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),81.36,5699.08,1
9674-LYLQU,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,97.95,580.8,1
6792-OJCWT,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.84,2623.34,0
2777-TLAAJ,Female,0,Yes,No,10,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,58.89,592.31,0
8616-ROBQH,Female,1,No,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.48,4947.26,1
1751-VVZZI,Female,0,No,No,9,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),66.94,626.16,1
9275-UTKFX,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.7,234.21,1
8739-NAGXI,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.46,1311.09,0
8334-KXWPS,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),110.41,6846.02,0
5855-BOCDT,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.97,2394.9,1
1476-VGLDJ,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.57,1038.91,1
8395-FYVNC,Male,0,Yes,No,6,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.4,470.75,1
6198-QKJZU,Male,1,No,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,102.8,5145.39,1
6563-JJCXZ,Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),65.07,737.64,0
1211-OQRSS,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,97.08,4366.04,1
1468-LXEXP,Female,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,82.02,5251.09,0
2545-OOFLB,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),96.02,3629.48,0
8921-TIDEU,Male,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.92,1341.5,1
3651-ZHVJG,Female,1,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),109.66,3530.95,0
9648-VNEPO,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.05,299.54,1
6780-ECWJE,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,587.62,1
8709-WORYH,Male,1,No,Yes,68,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,59.92,4076.38,1
8104-UBVHW,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,110.65,6758.13,1
2025-HDSWR,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,90.9,6086.2,0
5827-UWATO,Female,1,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.86,1833.69,0
7264-RVLAG,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.34,6898.79,0
6982-SAXGB,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.34,55.75,1
5411-GSMYX,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),106.01,1702.49,0
2470-EWSAA,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,69.46,905.93,0
4024-RXAEI,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.18,3660.91,1
8066-LIRWK,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4958.92,1
5115-ASVYJ,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),80.59,1625.69,0
8718-BGTBS,Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,47.91,2793.69,0
1773-FJIHZ,Female,1,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.89,798.09,1
7992-KITTI,Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,409.58,0
3880-HOBXA,Male,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.75,6136.2,1
4422-IIMHU,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.0,1617.78,1
6508-ECUDQ,Male,0,No,No,23,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.05,1501.3,1
1641-PPYZT,Female,0,Yes,No,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.76,363.9,1
3812-CFAUP,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),107.94,1840.81,1
1196-OGBJY,Male,1,No,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,80.22,1027.09,1
3664-OFBXX,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.38,384.36,1
2155-QAADT,Female,1,No,No,19,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),96.6,1853.55,0
2144-PHAZS,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,90.93,723.28,1
8161-KQYJL,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,60.32,174.42,1
2108-IGLOH,Male,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),82.95,4745.94,1
8880-QENBP,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,89.15,198.05,1
3266-QCWAR,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),90.46,469.06,1
2420-RDOSS,Female,0,No,Yes,66,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,71.28,4698.15,0
4774-JESKG,Male,0,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,94.91,4571.38,1
7495-ETLSO,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.41,458.08,1
5047-LDLRQ,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,45.73,536.46,0
4272-SPKBP,Female,0,No,No,61,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.81,6089.36,1
6628-AQRYM,Female,0,Yes,No,63,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),45.3,2842.27,0
8624-EYXFA,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,69.37,69.37,1
2758-JEAWZ,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,101.48,1
1957-KXXGR,Female,0,No,Yes,56,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,116.64,6524.81,1
9906-UTUJY,Female,0,Yes,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,89.92,361.67,1
2680-ODPOO,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.83,246.3,1
6411-LHHRF,Female,1,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.25,1125.76,0
1633-EBLZD,Female,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.68,236.5,1
4941-WMQPI,Female,1,No,Yes,4,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),76.5,287.83,1
3881-ZAOLE,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,78.31,896.51,1
9618-WXRTB,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,94.1,5465.89,0
2261-DOFVL,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.77,927.7,1
1118-RTDAO,Female,0,No,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,110.37,5530.68,0
7555-RNCOE,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),98.55,5913.56,1
6446-XVCVG,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,164.55,1
9975-FZVAS,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.34,409.57,0
7897-GDLTW,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,69.56,694.92,1
6931-YRISV,Male,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),84.45,2769.27,1
8323-DAIOV,Female,0,No,No,22,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,100.25,2201.24,0
5656-HOORG,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.86,853.02,1
8825-VRPBD,Female,1,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.46,1013.06,1
8837-TPCXW,Female,1,No,No,32,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,65.8,2108.75,0
8458-BCZYE,Male,1,No,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.94,3407.07,1
7155-BSXTB,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.71,1112.7,1
7152-BVXWT,Female,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,61.53,569.51,1
6314-RYTYU,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,513.26,1
5990-NOLKK,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.15,162.23,1
9079-GLPEB,Female,0,No,No,11,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.57,830.5,1
8362-VPWOK,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.18,701.17,1
2172-FMSJX,Male,0,No,Yes,66,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,66.3,4383.97,0
8680-SEYUG,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),81.11,84.19,1
5764-KNWUP,Male,1,Yes,Yes,68,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),112.45,7653.37,1
4018-RUWWD,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.09,496.67,1
4590-AVONS,Male,0,No,Yes,63,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,64.06,4006.58,0
8064-EDMRL,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.73,833.78,1
1092-WUOWI,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76.61,698.4,1
6338-DEIMJ,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.78,157.06,1
5689-PMDUM,Female,0,No,No,64,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,102.53,6551.59,0
8775-UHMOT,Male,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,71.39,4692.06,1
6151-TMWEV,Male,0,No,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.2,1029.47,0
8145-VFZEM,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.69,1318.22,0
7896-EYMXT,Male,1,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,99.43,6645.17,0
5824-WHIUS,Female,1,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.44,1091.94,1
7271-TOZVJ,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),64.15,656.23,1
3742-KEIKS,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.08,569.75,0
4661-BFWUA,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,60.17,306.6,0
9539-CCNTZ,Female,1,No,No,68,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,57.02,3886.2,1
6157-VEQOF,Male,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.25,109.85,0
5101-NNYQH,Female,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,52.57,692.61,0
4653-HSIKM,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,108.89,6536.28,0
7218-MXSZU,Female,0,No,No,50,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),52.73,2652.46,0
1815-SEPIT,Female,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.81,2730.11,0
6610-VCSEH,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,78.96,2274.53,1
1618-NXCXM,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,65.69,4194.53,0
4889-KHSJZ,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.02,1161.92,1
3684-RZRYG,Male,1,No,No,10,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,77.35,773.92,1
7334-PFPPW,Male,0,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,53.79,484.9,1
8019-XAXSC,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.13,114.17,0
2042-FDDDJ,Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.56,1289.4,0
5353-IHSQQ,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.8,79.5,1
3748-ATNVT,Male,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.71,528.48,1
8085-KCXHV,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.15,574.69,0
2074-YJQHV,Male,1,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.2,1401.12,0
2396-ATUGX,Female,1,No,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.22,740.15,0
5002-ILVZI,Male,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.85,1583.93,1
9486-TXCDJ,Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,102.7,6083.3,1
4078-DVIVA,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,76.03,1006.14,1
1179-EIEFS,Male,0,No,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.08,2317.45,1
9315-HJKMT,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,104.56,384.14,1
7991-DKLEJ,Female,1,Yes,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,98.55,1178.72,1
8829-YXGUI,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.56,177.07,1
7247-IJJBD,Female,0,Yes,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),43.77,400.66,1
6333-HNQMU,Male,1,Yes,No,55,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,40.16,2234.77,0
8337-XRRMH,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.78,367.36,1
2157-ZLYWX,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),98.71,986.74,1
7481-UATRC,Male,0,No,No,43,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),85.69,3656.52,0
2532-LSYMJ,Male,0,No,Yes,6,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.91,420.02,1
7734-OTBSC,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.91,1606.36,1
4102-NGHKV,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.87,4725.74,1
4161-TFKQJ,Female,0,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,94.96,187.43,1
6018-XQUBF,Male,0,No,No,48,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,82.39,3980.42,1
9179-YEDBL,Female,0,No,No,65,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.9,4414.74,0
3816-CFXNH,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.33,5197.35,1
2535-UUZNC,Female,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.25,1227.7,0
2345-POGOM,Male,1,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.16,1295.22,0
3471-FOQDV,Male,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.87,5416.21,1
4859-VNOLS,Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),118.75,2949.73,1
8118-VJFYI,Male,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,71.02,703.1,1
6939-BDIOM,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,115.2,2879.98,0
6344-THZSS,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.74,84.74,1
3718-YPKJH,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.35,2496.07,1
6670-AJRCK,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.46,439.14,1
7419-RCHNF,Female,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),80.26,3384.81,0
9008-ONGJO,Female,0,Yes,No,61,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.83,4513.66,1
